Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,NavyBlue,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552884614-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552884614-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,NavyBlue,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552884614-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552884614-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,Red,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,Red,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,Red,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,Red,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,Red,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,Red,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552886208-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,SportsGrey,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,SportsGrey,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,SportsGrey,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,SportsGrey,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,SportsGrey,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Longsleeve Tee Unisex  ,,,Zenladen,Longsleeve Tee Unisex  ,Longsleeve Tee Unisex  ,TRUE,Color,SportsGrey,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552889763-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,"
	2017 NFC east division Champions Philadelphia Eagles shirt",,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Black,Size,S,,,,,,1,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Black,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Black,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Black,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Black,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Black,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552820091-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Darkgrey,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Darkgrey,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Darkgrey,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Darkgrey,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Darkgrey,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Darkgrey,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552825313-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,NavyBlue,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,NavyBlue,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,NavyBlue,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,NavyBlue,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,NavyBlue,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,NavyBlue,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552821740-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Red,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Red,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Red,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Red,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Red,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,Red,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552823489-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,SportsGrey,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,SportsGrey,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,SportsGrey,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,SportsGrey,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,SportsGrey,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Premium Fitted Guys Tee  ,,,Zenladen,Premium Fitted Guys Tee  ,Premium Fitted Guys Tee  ,TRUE,Color,SportsGrey,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552827198-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,"
	2017 NFC east division Champions Philadelphia Eagles shirt",,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Black,Size,S,,,,,,1,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Black,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Black,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Black,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Black,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Black,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552828919-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Darkgrey,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Darkgrey,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Darkgrey,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Darkgrey,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Darkgrey,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Darkgrey,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,
